	yield	GRMZM2G517408	GRMZM5G824831	GRMZM2G019971	GRMZM2G134393	GRMZM2G149617	GRMZM2G024624	GRMZM2G174574	GRMZM2G412601	GRMZM2G371033	GRMZM2G060811	GRMZM2G315902	GRMZM2G072415	GRMZM5G842970	GRMZM2G176638	GRMZM2G179693	GRMZM2G468717	GRMZM2G334660	GRMZM2G061568	GRMZM2G316136	GRMZM2G007810	GRMZM2G326195	GRMZM5G832138	GRMZM2G048549	GRMZM2G120839	GRMZM2G389567	GRMZM2G328268	GRMZM2G150893	GRMZM2G159397	GRMZM2G023982	GRMZM2G335521	GRMZM2G107562	GRMZM2G083091	GRMZM2G034043	GRMZM2G104618	GRMZM2G174785	GRMZM2G052586	GRMZM2G094988	GRMZM2G026223	GRMZM2G101117	GRMZM2G465444	GRMZM2G406119	GRMZM2G441031	GRMZM2G044900	GRMZM2G107299	GRMZM2G009591	GRMZM2G302601	GRMZM2G040164	GRMZM2G143718	GRMZM2G082185	GRMZM2G366607	GRMZM2G045675	GRMZM2G037452	GRMZM2G374827	GRMZM2G005253	GRMZM2G096682	GRMZM2G429540	GRMZM2G108463	GRMZM2G345776	GRMZM2G346639	GRMZM2G040843	GRMZM2G026758	GRMZM2G039988	GRMZM2G443509	GRMZM2G088440	GRMZM2G175718	GRMZM2G118316	GRMZM2G126096	AC233851.1_FG017	GRMZM2G022974	GRMZM2G081268	GRMZM2G013519	GRMZM5G830269	GRMZM5G812356	GRMZM2G077143	GRMZM2G020859	GRMZM2G152485	GRMZM2G088114	GRMZM2G003518	GRMZM2G022611	GRMZM2G375015	GRMZM2G153369	GRMZM2G150598	GRMZM2G390124	GRMZM2G049070	GRMZM2G002286	GRMZM2G343080	GRMZM2G064663	GRMZM2G017266	GRMZM2G111926	GRMZM2G370175	GRMZM2G149321	GRMZM2G016802	GRMZM2G073404	GRMZM2G047626	GRMZM2G175499	GRMZM2G030882	GRMZM5G877884	GRMZM2G141858	GRMZM2G059353	GRMZM2G179264	GRMZM2G181269	GRMZM2G132431	GRMZM2G180254	GRMZM2G053117	GRMZM2G102196	GRMZM2G456568	GRMZM2G087068	GRMZM2G450717	GRMZM5G851103	GRMZM2G170625	GRMZM2G044762	GRMZM2G425863	GRMZM2G102802	GRMZM5G896883	GRMZM2G173710	GRMZM2G092433	GRMZM2G113796	GRMZM2G457889	GRMZM5G801091	GRMZM2G004207	AC208897.3_FG004	GRMZM2G301172	GRMZM2G411956	GRMZM2G093660	GRMZM2G427031	GRMZM2G134439	GRMZM2G010987	GRMZM2G124602	GRMZM2G133573	GRMZM2G114113	GRMZM2G155962	GRMZM2G087079	GRMZM5G899428	GRMZM2G162460	GRMZM2G004856	GRMZM2G005710	GRMZM2G089567	GRMZM2G062354	AC205703.4_FG006	GRMZM2G075502	GRMZM2G020814	GRMZM2G071970	GRMZM2G386525	GRMZM2G488067	GRMZM2G005554	GRMZM2G366392	GRMZM2G033413	GRMZM2G010861	AC225354.2_FG004	GRMZM2G082079	GRMZM2G076006	GRMZM2G122076	GRMZM5G878153	AC233893.1_FG001	GRMZM2G117984	GRMZM2G415793	GRMZM2G341269	GRMZM2G377613	GRMZM2G168119	GRMZM2G022514	GRMZM2G168510	GRMZM2G008464	GRMZM5G803992	GRMZM2G081955	GRMZM2G081803	GRMZM2G394027	GRMZM2G033267	GRMZM2G058252	GRMZM2G468111	GRMZM2G035217	GRMZM2G093210	GRMZM5G862331	GRMZM5G848182	GRMZM2G003715	GRMZM2G114998	GRMZM2G141526	GRMZM2G115792	GRMZM2G060114	GRMZM2G065928	GRMZM2G119071	GRMZM2G374475	GRMZM2G363310	GRMZM2G121514	GRMZM2G090693	GRMZM2G160327	GRMZM2G042789	AC233954.1_FG003	GRMZM2G446313	GRMZM5G885445	GRMZM2G703575	GRMZM2G429714	GRMZM2G125531	GRMZM2G154641	GRMZM2G158496	GRMZM2G082924	GRMZM2G003368	GRMZM2G055917	GRMZM2G084406	GRMZM2G174136	GRMZM2G346839
w606s	1.815	3.75550252	2.392342613	0.286888758	2.557142036	2.200484813	0	2.396646311	2.63998547	0.766527745	1.935527868	0.426052395	3.652023543	1.977621972	1.479866668	2.703386007	0	1.364577753	0	0.942994978	2.903688254	2.390104091	2.010759783	1.159531769	1.059018706	2.116083211	0.457307119	4.383547977	0	1.304170114	4.670339758	4.729165	2.480329524	3.091969296	2.594381191	2.102003838	1.750791631	2.306824096	2.108286497	1.689748892	1.086286639	3.636812176	0.113563479	4.17385482	2.028373222	2.296981422	1.375167689	4.26336978	3.230753011	4.190112213	0.621755362	0.747067023	2.675995219	1.184120036	0.120529483	1.303255085	2.126949932	2.044353079	2.364151389	1.561240872	3.056295717	1.833630513	5.567061238	3.13306954	0.149200735	1.184704354	3.001435976	0	1.243540573	1.733409758	2.874699589	0	0	3.238031184	2.971501055	0.684829686	2.295056827	3.594390187	0.62062111	0.880257254	0	3.625297808	4.084794101	0.109361003	2.10950871	1.693654053	2.053234877	3.112470319	2.646628595	3.982298787	2.02383369	2.856935615	1.28795911	2.442173107	2.46975071	1.986554299	2.409473441	1.202287385	3.419646152	3.207353699	0.402701961	3.794409955	1.806403388	3.335833631	0.201863529	1.676320559	3.118498428	2.938505622	0.047697281	0.96062527	0.941151135	3.303069904	4.089203034	2.841105647	0	1.580437434	1.562555927	2.640106779	3.085664381	1.663732897	1.099205446	1.89614501	2.136374652	2.491443571	0	1.466350146	2.853085173	4.379999582	0.696197524	1.387840665	1.091127682	2.892358672	3.360170505	0.877054979	0.908085158	2.593177925	0.985193466	0.320021229	2.832719104	3.928516241	3.874863047	2.568734492	3.451253411	4.179849249	0	0.299527389	3.531784026	1.99693998	3.114634682	0	0.09644953	3.936407278	3.436419727	3.273720007	2.703955161	3.370277587	2.747463203	1.443007815	0.144681993	2.54709867	2.430309659	3.732286106	3.90168576	2.246474953	4.084002938	2.056189547	0.822327245	2.358679941	2.25575341	1.185783375	1.713969084	1.244454261	3.98285046	3.128101741	1.528533667	2.8563725	0.86802443	0.127851291	2.090460608	3.433038367	5.131772698	4.537955019	0	3.250905359	1.433716924	2.380754663	1.645569243	0	2.27750418	0.629659307	0	3.064698478	3.54134186	2.274370787	2.151891265	3.966208114	1.457819357	2.286619316	2.853194733	3.497101325	0.761016087
w607s	1.875	4.077357767	2.388664619	0.30296051	2.282587467	2.207609357	0	2.507540233	2.921558145	1.437450771	2.646075502	0.18018845	3.233338731	2.463385046	1.53357363	2.247336619	0	0.759997091	1.98242115	1.680149839	2.883822581	2.206774388	2.029100425	2.137297629	1.136392863	2.41025494	0.642037027	4.416861542	0	0.955419133	4.765390977	5.060009415	2.368061924	3.382975704	2.074199074	2.03011342	2.111642481	2.110095618	1.410843061	0.710623575	0.913097639	3.380440099	0	4.011705431	0	2.362261501	1.439401385	4.367558727	3.041154869	3.939826871	0.617410729	1.418701046	0.881939424	1.408082761	0.340913787	1.477404825	2.043232589	1.975076364	0	2.171195405	3.075725749	1.748637958	4.45458099	3.18170964	0.638603346	1.555735402	2.483255287	0	1.172605969	0.562421562	3.581191231	0	1.684482303	3.348348492	2.811809435	0.874943599	2.090213317	3.562320838	0.529573577	0.108087295	1.892210955	3.955224247	4.154895456	0.037515703	0.558458547	2.291308753	1.58826739	3.515379869	0.797754913	3.920364121	1.354496629	2.777302594	0.9193979	2.573939593	2.272506226	1.488106087	1.871061903	1.223166423	3.211520843	3.280441181	0.133739496	3.636856947	0.933537154	1.761937516	0	1.615034224	4.089038845	2.118473535	0.900722168	1.783902013	2.005996811	3.056107452	3.458075386	3.110194245	0.175377503	2.056454349	1.741633914	2.490325276	2.95501444	1.351130807	0.325052999	2.4717032	2.058330258	3.283580582	0.06178724	1.286148006	2.814629973	3.901792855	0.526215588	1.126950281	1.649114291	2.884185999	3.606315446	1.117574694	0.872259426	2.226461861	1.217100261	2.049434552	2.823501632	4.222777354	4.520844653	2.244432538	3.819944997	3.898392531	0.122364525	0.420370798	3.54905401	1.760731371	2.859465715	0	0	3.987725848	3.614102027	3.332782914	2.223892474	3.39141637	2.22800701	2.300793489	0	2.896812086	1.871979084	3.47144147	3.84470302	3.309918731	4.480418425	2.658271549	0.795049223	2.282415038	2.834336243	0.781528868	1.69925485	1.537673346	3.955354489	2.842108955	1.187248733	2.349867454	0.918675885	0.238082606	2.058028919	3.310758319	4.987073209	4.438077282	0	3.099574137	0.830188033	1.976221789	1.547847574	0	2.400700426	1.943099059	0	2.933032062	3.186290648	2.438260436	2.068475383	3.867391681	1.25199982	2.08262148	2.871975807	3.185782223	0.12290766
w608s	0.46	4.409863081	2.33892088	0.946765619	1.725945468	1.932074882	0.319966042	2.792287177	3.792225442	1.037739928	1.75656743	0.578019678	3.693909283	2.422108835	1.507396327	2.597483564	0.11476337	0.867390362	1.092976437	2.076408196	2.237806543	1.98632932	1.931683717	0.656202555	0.764732688	2.294049771	0.313970241	4.689189591	0.135152203	0.71801051	4.745966376	4.761327423	2.548952862	2.459409339	2.083266716	1.713828558	2.058417068	2.135355084	2.13668516	1.066743153	1.025966324	3.870600831	0.041496871	3.834854663	1.573217813	1.737817055	0.738990149	4.140709566	3.304693823	4.098157285	1.252414336	0.535155634	2.498883517	0.85654922	0.170434518	1.128391131	1.823103086	2.158305863	1.408102329	1.291117922	3.189780635	1.350011528	4.970743422	2.755569717	0.11187048	1.525127612	2.770906057	0	0.462229741	1.411642856	3.995102329	0	0	3.224213554	2.698013333	1.589159692	2.793720123	3.242002334	1.026435783	1.003711692	1.322928485	3.06105174	3.748590718	0.044938566	2.225000778	1.921907227	2.399512147	4.184366542	1.548032611	3.643895163	2.360655868	2.692543931	0.920963796	2.494287512	2.315713537	1.915087105	2.626341106	0.325437289	3.47786517	3.437670735	0.205486988	3.752264967	2.264146714	0.212385086	0	1.862725726	2.706161752	1.891511285	0.141861476	1.280892178	1.848582364	3.030027414	3.752194571	2.581382816	2.694241971	1.691106375	1.029015664	2.256114886	2.521254651	0.589997552	0.431973307	2.220620957	2.071004802	3.586774744	0	0.942749589	2.707956863	4.025076653	0.268319573	0.945041441	0.97318889	2.972949711	3.898471598	0.778475893	1.270459739	2.417956334	0.695434563	2.352424231	2.674982784	4.164952129	3.517349458	2.104210981	3.388976341	4.189025756	0	0.832400298	3.189286342	1.798071175	2.313170865	1.817526301	0	3.960163435	3.673212364	2.758800348	2.575638182	3.022768479	2.645550489	1.943676227	0.043837061	2.677687209	1.550874041	3.373223057	3.627862724	3.029621492	4.995569032	3.523208503	0.448765948	2.354549262	2.800696229	0.520960492	1.470097681	1.124150072	3.751318899	1.636912992	0.52643949	2.203099508	1.026138365	0.483815307	1.852453108	2.674645078	5.155012656	4.154936242	0	3.986230258	0.652420494	2.395737492	1.805261242	0	1.884125927	0.814647742	1.513087792	2.688962518	3.156438561	2.070621509	2.114764042	3.855103387	2.082474438	1.863979351	2.257195391	2.848901405	0.138488959
w609s	2.115	3.958645107	1.929645741	0.304368821	2.318713331	1.824933089	0.402270009	2.64602585	2.646819979	0.760787137	2.833966002	0.512849375	3.326405586	2.346850751	1.711322795	2.553515003	0	1.423554018	1.248643065	0.633148738	2.70253502	1.686932145	1.882471214	1.93747323	1.0747669	2.183231575	0.494657217	4.030955602	0	0.962945284	4.43402237	4.689695141	2.533752368	3.484640455	1.985040199	2.108468649	0	1.932672922	1.276844942	2.612698687	1.064103656	3.498296869	0.145541729	3.638349027	0	2.514789024	0.533247758	4.150939113	3.107349674	4.86384303	0.348088788	1.026922928	1.253568358	1.211431916	0	1.447198944	2.016187529	2.068030432	1.077395462	1.868516786	3.291393676	1.744444217	3.579759101	3.142815178	0.098101734	1.05882795	2.722689193	0.463874258	0.413582737	1.026159868	3.865185034	0	0.127300269	3.432036917	2.050257294	0.821280907	2.797208161	3.596720305	1.118378968	0.336570089	0	3.760883787	3.742754288	0	0.691452245	2.202696247	2.18988549	3.546857836	1.173249644	3.597835411	2.482370102	2.753896353	0.980417918	2.392159765	2.6675476	1.928099622	2.089191357	1.050999931	3.038662444	3.173874275	0.106738266	3.217102253	2.410308814	2.679904467	0	1.522259976	2.716342392	1.664287775	1.60670819	1.425587187	1.986205834	2.92926122	3.271608683	2.239942374	2.407512515	2.740698078	1.514018927	2.506341931	2.972223085	1.392549755	0	3.595013731	1.856113598	3.363592429	0	1.142440959	2.576847523	4.485153909	0.400457926	1.387166481	1.677903712	2.682281009	4.079396731	0.917226294	0.832295891	2.110511338	0.424647282	0.69493558	2.698747061	4.237149695	4.984606122	2.596470386	3.591553243	3.646501562	0.876805344	0.974367169	4.090748103	2.168452377	2.712427274	0	0	3.916634357	3.515769341	1.909806174	2.367799636	3.084081921	2.049723039	2.207861141	0	2.617731543	1.722720168	3.311753959	3.740425342	3.012766366	4.753383273	2.707263225	0.995811457	2.341364363	2.332382702	0.50969058	1.62454522	1.13697045	3.459431698	3.013906124	0.67756846	1.935703957	0.803551953	0	1.938014777	4.558826726	4.029381062	4.032291838	0	3.515888234	0.989600671	2.110742757	1.444230667	0	2.203660489	0.875443737	0	2.288158529	3.040495292	2.163899871	2.184696427	3.973556391	1.808639529	2.154121047	2.85227175	3.104662909	0.562791882
w610s	1.9	3.287491025	0	0.555012064	1.916822607	2.160675847	0	2.548006637	1.980703493	1.421885901	0.717498271	1.707373733	3.1600129	2.196699995	1.266307962	2.191609956	0	1.110191655	1.504095174	0.739462857	3.068304066	2.278462468	2.138143139	1.969413204	1.336589279	2.110806963	0.519156228	4.209013123	0.034745715	0.565265512	4.660803549	4.731168274	2.632708648	2.719636157	1.552700351	1.943189308	0	1.578277428	1.146516346	3.264418818	0.970472052	3.280317054	0.329819441	3.823250806	1.602723421	2.396023522	0.958077381	4.073752323	3.098451304	4.463000447	0.938298769	0.83324385	3.985736185	1.275164457	0.036968082	1.549802551	1.938568983	2.235197718	0.893664682	2.094039472	2.995107078	1.393632372	4.179587571	3.144841696	0	1.148427324	3.246354796	0.584662345	0.487223267	0.331241437	2.812692459	0	2.192559267	3.493612466	1.791916124	0.336897146	1.909272839	3.067778479	1.120644455	0.204724558	2.085550345	3.741348557	3.852589299	0	1.447840911	2.39453144	1.887982868	3.246058992	1.459684218	4.182651489	2.041152794	2.651359913	1.160475359	2.375755626	2.835786501	1.577629341	2.077581062	1.1255398	3.26712489	3.508463081	0	3.442156967	0.867293746	2.921509679	0.135214226	1.781865687	3.853707216	2.191317163	1.575490153	1.001763593	1.217369664	2.299473256	3.252302864	0.166032101	2.737084594	1.488119635	1.763857128	3.316575874	2.862777857	0	1.468194573	2.359893162	0.299802325	3.278931814	0	1.094011722	2.299248533	3.931570698	0.420988659	0.870288677	1.768528371	2.24352275	3.428420124	0.687960754	1.432388036	0.63900879	1.070531693	2.050021742	2.732586704	3.513501733	4.175008615	2.377021654	3.381793675	4.238267401	0	0.298554503	5.548060005	2.269278537	2.870514796	0	0	3.519362567	3.470166697	0.821628342	2.989729292	3.569439734	2.978728526	1.587805612	0.150767248	2.832913299	1.163744384	3.590657289	2.605434064	2.628335773	4.193800681	2.173789895	1.84463809	2.198180787	2.457372713	2.848802957	1.637825155	1.373905434	3.611258395	2.95863251	1.06479694	2.852439104	0.525989272	0.061734594	1.41560556	4.356821641	4.800440873	3.786625302	0	3.481553886	1.061059251	2.089711128	2.106072518	0.047014589	2.308017312	1.812646476	0	2.955810915	3.321302441	2.713806933	2.088536309	4.24139006	1.50598003	2.089156696	2.906633264	2.890232859	1.146722857
w611s	1.51	3.158250703	2.188276888	0.256839028	1.759750952	2.208433741	0.625952335	2.525376582	2.462439476	0.608807504	2.243284032	0.856043789	3.09861823	2.428715415	0.699740397	1.958154875	0	0.957735892	0.476021734	1.543533125	2.68455637	1.618278717	1.837172509	2.436809995	1.394701423	1.965323345	0.585906565	4.749339792	0	0.878626247	4.824755414	4.007992968	2.334265914	3.15720891	1.561536753	2.129675901	1.947284918	2.199335681	1.506208458	0.824438566	0.970293951	3.654339768	0.333666877	4.14798485	1.660305916	2.082252587	1.21640125	4.158672124	3.002111881	4.209883601	0.411686382	0.670040772	1.502411566	1.24345406	0.19302408	1.393875551	1.872935381	2.091844308	0.597526853	1.897196982	3.245693008	1.634450474	4.677053543	3.617582144	0.153295171	1.4219631	2.511524238	0.32952099	0.145752658	0.273932479	2.997785165	0	1.428565705	3.679657058	2.498562976	1.572701311	2.375038769	3.537460457	1.206680136	0.510930818	2.195843624	3.794029698	3.474695644	0	2.186786961	1.86021842	2.204822308	3.731438339	0.931841194	3.888957019	0.957348219	2.478158935	0.765193386	2.381142082	2.075788628	1.419180147	1.497258646	1.117813428	2.948142638	2.959638666	0.122023809	3.54966911	0.549796306	3.355593137	0	1.785265093	4.103467818	2.288796465	1.084712803	1.479648083	1.942418346	3.040256207	4.496526509	2.872366182	2.46518002	2.446347718	1.821263254	3.324935296	3.021526718	1.347485963	0.997671621	3.23963094	1.788270055	3.357907066	0	1.278322105	2.349736773	3.492940601	0.558921261	0.721253472	1.600247813	2.966885168	3.77395333	0.61085791	0.818108833	1.159776373	0.602755187	2.487278834	2.700548802	4.064301076	4.755700033	2.43767527	3.243673798	3.909900755	0.895430666	0.704225588	4.53248981	2.150249432	2.129327534	0	0	3.780327641	3.872724849	1.761959838	2.480773119	3.033138842	3.330975183	0.556322944	0	2.549265467	1.805297416	3.30464977	3.777334372	3.040198819	4.12734404	2.271310089	0.733818764	2.002903311	2.34729743	1.228297544	1.443794106	0.687093896	4.012134368	3.145026896	1.198113673	1.907846252	1.752217905	0.125535133	2.251120205	3.007784355	4.705169355	4.502862783	0	3.017009304	0.891165726	1.081483085	1.80255103	0	2.398449665	2.426456225	0	2.98055772	3.465764027	2.793548768	1.830659618	3.337042787	1.421726657	2.02214606	2.989799711	3.422740324	0.239619081
w612s	1.945	3.453119145	1.9512331	1.080543358	2.086616986	2.063616991	0.515693158	2.240162731	2.60831826	0.248426819	1.739571037	0.643414247	3.680469187	2.361074731	1.342475694	2.490018562	0.078870328	0.768644188	1.455286233	1.193949741	2.764953397	1.375981365	1.676636642	2.172649513	1.620227495	1.844547979	0.651329899	4.449621029	0	0.97372533	4.412984943	4.441534162	2.506717064	3.167140327	1.729311206	2.169518735	1.823994299	2.269492524	1.207042089	1.183033091	1.020859734	4.037207913	0	3.980737171	1.445171575	1.679877737	0.614324728	4.389028316	3.128789179	4.182834568	0.863653377	0.801503704	1.115803666	1.435451125	0	1.349158274	2.217659902	2.195629973	0	1.699424858	3.354996363	1.762639571	4.512538316	3.804880904	0.374096209	1.010138024	2.447888177	0	1.122696586	0.855325552	3.004186436	0	0.950483441	3.556915404	2.369354561	1.110395921	2.148926792	3.807792962	1.309658967	0.776522789	2.257563668	3.752799815	3.801352863	0	2.327974048	2.066790605	2.691188844	3.968851254	3.395843073	3.78819071	2.29895451	2.370329719	0.757815381	2.415779841	2.554028402	2.046348715	2.462192288	0.89368514	3.38288065	3.096075222	0	3.10568473	2.366286389	2.935557551	0	1.573630408	3.891977429	2.236982539	1.860689894	1.319775213	1.0359174	3.082180575	3.121227714	3.026848115	2.636131625	1.685513376	1.496717042	3.111914028	2.386681726	0.140424332	0	2.881953087	1.797698465	3.025077461	0	1.068153081	2.666999014	4.405586899	0.672324894	1.114288768	1.098125504	3.379128989	3.749391128	1.167587827	0.641164701	2.109661533	0.557669323	2.004654685	2.624117716	4.028026681	4.568541471	2.211389337	3.307176038	3.644961526	0.459206803	1.11914994	4.091032416	2.129413151	2.550155856	0	0	3.907185323	3.557767988	1.784415904	2.642707801	3.008702792	3.503937467	0.432763104	0	2.329232866	1.794665243	3.605986856	3.842334178	3.13071324	4.533852471	2.227185672	1.093871067	2.195626635	2.438679448	1.453646888	1.885621631	0.957044884	3.655183054	2.098464453	1.024811449	2.702749511	2.458314526	0.674918035	1.672784473	3.201680835	4.838430391	4.445121145	0	3.103370693	1.254458673	2.357577886	1.369049011	0.351866703	2.219509959	2.09888381	0	2.663826594	3.325079185	2.548374285	2.347426519	3.263508788	0.964749413	2.248073995	2.876374248	3.294814121	0.276597869
w64a	1.195	4.105806951	2.071440872	0.109670216	1.665978913	1.906386419	0.563722771	2.894535301	3.030201331	0.912407201	3.318290298	0.429066394	3.72596327	2.630412931	1.893134554	2.409347625	0	0.935328361	0.779930198	1.234843367	2.465876724	2.105384592	2.164183575	2.157043581	1.024556623	2.465307502	0.555736846	3.885592784	0	0.807488746	4.816508327	5.277798283	3.144428103	2.797378891	2.352962568	1.804958642	1.870912551	2.022523246	2.131087149	2.607050533	0.856511003	4.205171609	0.118792304	3.644412805	0	2.172214414	1.352577275	4.213375708	3.174819439	4.049788173	0.381576705	2.242304162	2.395246313	1.132739926	0	1.466283221	1.867135922	2.186040041	1.43872788	1.517392797	3.229582305	1.49546486	5.192139851	3.010054223	0.294284727	1.235802812	2.913187271	0.025365362	1.059902645	1.558786517	3.232257884	0	1.644131084	3.145806083	1.88842933	0.932238881	2.755506142	3.485789724	0.944368827	1.069327649	1.713003017	3.703070779	3.80318088	0	2.230023002	1.745575905	2.101693373	4.095883378	2.291482689	3.147349748	0.972300486	2.706769381	0.756802499	2.377810369	2.757081606	1.556526467	2.12659346	0.723521184	3.348148161	3.367930112	0.083774352	3.478840289	2.559488319	1.479256331	0.37653806	1.581083704	3.825863629	2.223197671	1.91348288	1.340716283	1.538242617	3.139992778	3.790833424	3.239713211	0	1.794309548	1.549724001	2.237728655	2.788339032	0.951043788	0.367679471	2.243610796	1.742472932	3.807582067	0.135021157	1.370853259	2.3824087	4.312742203	0.474670846	1.723714363	1.196222851	2.760155499	3.869883477	0.974548319	0.473132479	1.995150552	0.52600641	2.452994497	2.768009504	4.143456897	4.191616453	2.218181223	3.454949817	4.007431362	0.148100989	1.38045233	3.467325264	2.078506104	2.609915369	0.542834045	0	3.930049547	3.573774392	3.122624803	2.664028649	3.652402174	1.861147152	1.025640082	0	2.546158526	1.852453108	3.588757969	0.10475183	2.540246745	4.594439821	3.21780325	0.975917209	2.684767927	2.272851395	0.723501783	1.334637843	0.962020981	3.419269755	3.325068394	0.682063988	3.002250981	0	0.142574505	1.87243121	3.006177531	5.009728216	4.27920179	0	2.999490204	1.120269404	1.983603598	0.872355563	0	1.885614045	2.345986478	0	2.815606305	3.013252887	2.110168351	1.41560556	3.174058359	1.298880176	1.962940028	2.846994418	3.226641593	0.411759921
w703	1.545	4.021429724	2.174187926	0.324813826	1.063402986	2.060933826	0	2.140134396	2.791293934	0.256298985	1.592969042	0.856315649	3.328870387	2.407071226	1.099122159	2.518542888	0	0.491007128	1.30332571	1.32752848	2.773731819	1.358290899	1.779816772	1.027323927	1.719824775	2.194759319	0.21151055	4.066474783	0.504862681	1.630134258	4.521125314	4.560988387	1.892342089	3.301163396	1.77343425	2.316644791	0	1.604533907	1.759461803	2.302474087	1.057040013	4.023795123	0.394300347	4.053590274	1.630494655	2.179795797	0.717844671	4.274453952	3.595741164	3.953700314	0.569514067	2.235072554	2.758052329	1.415833746	0.186621466	1.542316859	2.234852142	1.988523453	0.56198897	1.930632611	3.623828802	1.264671776	4.974054294	2.954524788	0	1.790316762	2.624436681	0.505693477	0.093610828	0	2.848246832	0	0	3.455281445	1.654068963	0.787670687	2.781635179	3.740878749	0.798425693	1.304623245	0	3.18626172	4.102104377	0	1.226374991	2.041363176	1.681287766	4.141094551	1.781801722	3.061992749	0	2.789052448	0.755257757	2.631529063	2.456532895	2.724199103	1.925905673	0.798709176	3.294966117	3.355907086	0	3.218339681	2.00364657	1.270900344	0	1.472554623	4.05876747	2.09804124	1.854095567	0.701403007	1.774099445	2.652593867	3.037737568	2.756808619	2.253158476	2.074300851	2.313126338	3.158713846	2.820414135	0.807243428	0.774257011	3.258896218	0.695185103	2.784634628	0	0.642819735	2.323848418	4.561393832	0.676337181	0.811156857	1.937042375	2.916737766	4.102119261	0.968682023	1.452828546	2.130977932	0.408333657	0	2.791919424	4.25609061	4.179794165	2.184859556	3.129642344	3.843968979	0.466967776	0.523170511	4.406794854	1.507128294	2.347644497	0	0	3.963423094	3.888860821	3.149019724	2.402059318	3.427868523	2.170315761	2.355558875	0	2.866875651	1.454726075	3.34733588	3.901026768	2.337090862	4.387333777	2.889020846	0.120883114	2.381466511	3.025509499	1.313911823	1.990566611	1.238635067	3.78152928	3.14577596	1.324570542	2.007934799	0.972217276	0	2.270031942	2.956175104	4.16089668	4.480467137	0	2.533593634	1.093723692	1.654910198	0.852097751	0	2.20359756	2.366959851	0	2.599544002	3.403375009	2.348602846	1.082022096	2.885934148	1.904486783	1.996979347	2.694133816	2.443928393	0.28659373
w85	0.375	4.024313652	2.212177774	1.947377643	1.845714053	2.315040205	0.059185658	2.068956768	3.351106872	0.48304571	2.234607064	1.961346113	3.088329686	0	0.929400423	2.091787516	0.460887201	0.223970409	1.15619228	1.446827214	2.260722974	1.186262906	1.959259224	1.054155223	1.416925404	2.271263658	0.188079117	1.713688012	0.47808402	0.048752354	4.809815699	4.127950181	1.959724293	3.039385456	1.804621399	2.28087104	1.928742191	1.588737122	1.680718033	1.241225236	1.407955554	3.201290098	1.139543077	3.700593081	0	2.230167077	1.534177584	4.135977428	1.750529405	3.73455525	0.144585075	1.131031075	0.704996697	1.263759428	0.184411039	0.859517185	1.53934372	2.195852525	0	1.698049342	3.346135592	0.801562027	4.702814004	3.358752543	0.634854712	1.539386624	2.584917884	0.411975867	0.24590728	0.076223825	3.909237128	0.905589679	0.218958807	3.234390842	1.574438517	1.317442551	2.090470499	3.643573463	0.595684837	0.666316947	0	2.970599064	3.812268966	2.458990372	1.067400221	2.032494054	2.340018633	3.387578396	0.67312762	3.596174627	1.379443447	2.795566451	0.837273498	2.522659941	2.623675345	2.045495592	1.317597874	0	2.964607896	3.544960006	0.434485254	3.08952767	1.030907872	1.655639968	0.476575736	1.606196665	2.72232779	1.893220391	0	1.470490738	2.077700026	2.241812273	3.048149186	1.15418259	2.518091556	2.091529438	2.339030806	3.064637808	2.754227431	0	0.675452041	2.500960429	2.064537273	2.98089271	0	0.586473581	2.532012857	3.358509063	0.712125939	1.276323233	2.409455468	3.111865059	3.752856099	1.035924498	1.387513618	1.208670752	0.276218617	1.382763134	2.581314712	4.186434411	4.452898573	2.243870646	3.395856478	3.993967903	0.111086889	1.263295874	3.144359154	1.495653123	1.83110197	0.542280685	3.321038834	3.716083544	3.554825068	1.513015114	1.59991471	2.620143878	2.589184079	2.102325202	0.080469324	2.713462196	1.032137672	3.420973865	3.587989486	3.128154301	4.3810937	3.12490355	0.545829188	2.142161614	2.707430009	0.1264106	1.469177646	1.071994491	4.235776124	2.322885636	1.037024078	1.863171191	2.303792364	0.34416259	2.336595139	3.553821182	3.731677894	4.396256163	0.231684573	3.791460862	0.924429522	1.857467619	1.127957476	0.253316534	2.227356031	2.104644999	0.453926964	2.467115997	2.998707842	2.174338	1.242888663	3.749395835	1.521004434	2.017591404	2.898912956	3.296581033	0.127970082
