	yield	GRMZM2G517408	GRMZM5G824831	GRMZM2G019971	GRMZM2G134393	GRMZM2G149617	GRMZM2G024624	GRMZM2G174574	GRMZM2G412601	GRMZM2G371033	GRMZM2G060811	GRMZM2G315902	GRMZM2G072415	GRMZM5G842970	GRMZM2G176638	GRMZM2G179693	GRMZM2G468717	GRMZM2G334660	GRMZM2G061568	GRMZM2G316136	GRMZM2G007810	GRMZM2G326195	GRMZM5G832138	GRMZM2G048549	GRMZM2G120839	GRMZM2G389567	GRMZM2G328268	GRMZM2G150893	GRMZM2G159397	GRMZM2G023982	GRMZM2G335521	GRMZM2G107562	GRMZM2G083091	GRMZM2G034043	GRMZM2G104618	GRMZM2G174785	GRMZM2G052586	GRMZM2G094988	GRMZM2G026223	GRMZM2G101117	GRMZM2G465444	GRMZM2G406119	GRMZM2G441031	GRMZM2G044900	GRMZM2G107299	GRMZM2G009591	GRMZM2G302601	GRMZM2G040164	GRMZM2G143718	GRMZM2G082185	GRMZM2G366607	GRMZM2G045675	GRMZM2G037452	GRMZM2G374827	GRMZM2G005253	GRMZM2G096682	GRMZM2G429540	GRMZM2G108463	GRMZM2G345776	GRMZM2G346639	GRMZM2G040843	GRMZM2G026758	GRMZM2G039988	GRMZM2G443509	GRMZM2G088440	GRMZM2G175718	GRMZM2G118316	GRMZM2G126096	AC233851.1_FG017	GRMZM2G022974	GRMZM2G081268	GRMZM2G013519	GRMZM5G830269	GRMZM5G812356	GRMZM2G077143	GRMZM2G020859	GRMZM2G152485	GRMZM2G088114	GRMZM2G003518	GRMZM2G022611	GRMZM2G375015	GRMZM2G153369	GRMZM2G150598	GRMZM2G390124	GRMZM2G049070	GRMZM2G002286	GRMZM2G343080	GRMZM2G064663	GRMZM2G017266	GRMZM2G111926	GRMZM2G370175	GRMZM2G149321	GRMZM2G016802	GRMZM2G073404	GRMZM2G047626	GRMZM2G175499	GRMZM2G030882	GRMZM5G877884	GRMZM2G141858	GRMZM2G059353	GRMZM2G179264	GRMZM2G181269	GRMZM2G132431	GRMZM2G180254	GRMZM2G053117	GRMZM2G102196	GRMZM2G456568	GRMZM2G087068	GRMZM2G450717	GRMZM5G851103	GRMZM2G170625	GRMZM2G044762	GRMZM2G425863	GRMZM2G102802	GRMZM5G896883	GRMZM2G173710	GRMZM2G092433	GRMZM2G113796	GRMZM2G457889	GRMZM5G801091	GRMZM2G004207	AC208897.3_FG004	GRMZM2G301172	GRMZM2G411956	GRMZM2G093660	GRMZM2G427031	GRMZM2G134439	GRMZM2G010987	GRMZM2G124602	GRMZM2G133573	GRMZM2G114113	GRMZM2G155962	GRMZM2G087079	GRMZM5G899428	GRMZM2G162460	GRMZM2G004856	GRMZM2G005710	GRMZM2G089567	GRMZM2G062354	AC205703.4_FG006	GRMZM2G075502	GRMZM2G020814	GRMZM2G071970	GRMZM2G386525	GRMZM2G488067	GRMZM2G005554	GRMZM2G366392	GRMZM2G033413	GRMZM2G010861	AC225354.2_FG004	GRMZM2G082079	GRMZM2G076006	GRMZM2G122076	GRMZM5G878153	AC233893.1_FG001	GRMZM2G117984	GRMZM2G415793	GRMZM2G341269	GRMZM2G377613	GRMZM2G168119	GRMZM2G022514	GRMZM2G168510	GRMZM2G008464	GRMZM5G803992	GRMZM2G081955	GRMZM2G081803	GRMZM2G394027	GRMZM2G033267	GRMZM2G058252	GRMZM2G468111	GRMZM2G035217	GRMZM2G093210	GRMZM5G862331	GRMZM5G848182	GRMZM2G003715	GRMZM2G114998	GRMZM2G141526	GRMZM2G115792	GRMZM2G060114	GRMZM2G065928	GRMZM2G119071	GRMZM2G374475	GRMZM2G363310	GRMZM2G121514	GRMZM2G090693	GRMZM2G160327	GRMZM2G042789	AC233954.1_FG003	GRMZM2G446313	GRMZM5G885445	GRMZM2G703575	GRMZM2G429714	GRMZM2G125531	GRMZM2G154641	GRMZM2G158496	GRMZM2G082924	GRMZM2G003368	GRMZM2G055917	GRMZM2G084406	GRMZM2G174136	GRMZM2G346839
cg65	2.675	3.898305347	2.506456116	0.390105755	2.076004391	1.967948371	0.452050303	2.935966345	3.212153279	0.820730921	1.154141598	0.592666959	3.471916762	2.425227414	2.010268297	2.831264387	0.063576496	1.473842677	1.327586807	1.75840432	2.480270921	2.279506827	1.972771836	1.773057336	1.383838849	2.362700409	0.797998066	4.233780364	0.290023579	0.140830067	4.742938839	5.309173228	2.5968728	2.575288036	1.310314638	1.811650328	2.383753014	1.366341623	1.698847079	2.289234367	1.099175463	3.547592349	0	4.0606654	1.579586767	1.847227288	1.17998949	4.229984979	2.616965083	4.850388292	0.868884609	0.428046877	3.082052162	1.460473759	0.241897001	1.527854685	1.943636137	2.29097799	0.320799342	1.630899946	3.09161956	1.619348639	4.273994498	3.615496604	0	1.305537023	2.846193443	0	1.304848378	1.269007452	2.79474764	0	1.260470333	3.246117381	2.429992774	1.047918814	1.986720258	3.699715531	0.814461751	0.920406251	1.815778684	3.464700992	4.074082329	0.16613035	1.042031355	2.035321145	1.832162176	4.023249483	3.27041269	3.619732999	1.481372696	2.807497267	0.96270856	2.554316101	2.693822803	2.529019224	2.173942303	1.70771641	3.268301977	3.515870401	0	3.443461536	2.295133398	1.364909833	0	1.845177006	4.151320182	3.035885244	1.186498006	1.204850419	2.096960927	2.605596567	3.61217658	2.130721461	0.248419798	1.793828993	1.864921637	2.336097236	2.847487453	1.454550962	0.553343012	1.969975387	2.053223328	3.276061127	0.161793967	0.606777961	2.447853586	4.1735269	0.601873095	1.674845431	1.544884458	2.540428076	3.431726587	0.728432275	1.583245876	1.763185082	1.072288847	2.301874841	3.034751043	4.01477813	4.452000358	2.625914193	3.52300195	4.182198223	0	0.33542383	4.163075844	1.794617049	2.608863183	1.106815219	0	3.767829257	3.266141017	2.842773383	2.503204878	3.170273643	2.967142452	2.245457973	0.295341415	2.854905765	1.624300909	3.321035222	3.634069457	3.098528003	4.193347914	2.597535686	0.6715532	2.61092237	1.940117691	0.719219329	1.559917782	0.986137639	3.800423065	3.050059461	1.473682334	2.372053318	1.957132655	0.437001242	2.090140355	3.78638495	4.358015665	4.540185699	0	3.22323033	1.409788695	2.395843169	1.975643693	0	2.016417873	1.998556813	0	2.914408329	3.564169042	2.477907211	1.505061357	3.773783404	1.202485699	2.167136435	3.086335941	3.090410435	0.886383949
ch157	1.11	3.649922906	1.994036147	1.008235254	2.074852277	1.934115146	0	2.637055327	2.934484333	0.441577148	2.749371271	0.941346205	3.681666	2.937504465	1.227026025	2.828803636	0.164603855	1.542395994	0.80228854	1.926006231	2.543372079	2.154186008	2.162610128	1.488532758	1.159381214	2.395732026	0.696905111	4.414895487	0	0.668880102	4.548351126	4.887555757	2.541570497	2.739174121	1.545897293	2.124552326	2.441607632	2.030977137	1.328259975	2.653241965	1.270880704	3.574388494	0.080095199	3.922693869	1.05057684	2.001475946	0.694401394	4.338975595	3.36431899	4.197391403	0.126935689	0.699536724	1.891714904	0.456034641	0	1.678947184	1.616929778	2.005361646	0	1.749093762	3.273098823	1.243745288	5.123029019	3.127041198	0.374882182	1.739973071	2.478880194	0.30524543	1.157324495	0.390460432	0.492188833	0	0.284120488	3.413284043	2.996581913	1.175236853	2.3184673	3.907374217	1.002875685	0.895610359	1.845895635	3.007537319	4.072351137	0	1.31318051	1.894982201	2.293532239	3.40542178	2.668234644	3.360090624	0.630364983	2.927121472	1.039817242	2.46484849	2.568972025	2.269984419	2.569653659	1.727675956	3.360406637	3.635829354	0.292585282	3.510054776	2.1731254	1.436195812	0.361228262	1.600596946	4.027187505	2.320798222	2.01359817	1.420645062	1.073390203	2.60342275	3.803428377	2.846356011	2.876610843	1.657650767	1.484862863	2.242583465	2.346452685	1.108605523	0.483104314	1.772664991	2.050903169	3.197578641	0	1.389344704	1.843163674	3.505245036	0.910944466	0.745768093	1.861725423	3.048277284	3.806951337	1.070195667	0.622910321	2.264384659	1.069070186	2.241352036	2.995787272	4.233909384	4.143848757	2.445645936	3.247303891	4.014276299	0.758330806	0.370697664	3.36308006	1.957717312	2.575691454	0	0	4.25887688	3.42498552	1.655057341	2.706502337	2.381698446	2.531114117	1.993518663	0.096361445	3.015034776	1.478068752	3.541440368	3.447457363	2.923543228	4.536942736	2.580716705	0.991850792	2.234264495	2.704363413	0.700564603	1.576081729	0.528963336	3.848333191	1.09540047	0.671858169	1.998665232	0	0.087419402	2.236846919	3.077565685	4.84051895	4.136110111	0	4.115451894	0.755304744	2.856389743	0.838056721	0	2.035748241	1.358393733	0	2.23853925	3.138940445	2.457603967	1.566236005	3.16709399	0.914324801	2.185983859	2.985550616	3.082643646	0.462528888
ch701-30	1.445	4.066814052	2.271398817	0.322428367	2.386847194	2.143309135	1.052341448	1.874282176	3.439879488	1.344237229	2.460272369	0.12638945	3.246366471	2.191384222	1.302513216	2.39253548	0	0.903845612	0.698303862	1.838118108	2.52649635	1.649621623	2.33980284	1.571970701	0.673452507	1.729550677	0.161996393	4.629413917	0.127869771	0.613166846	4.532056335	5.184196367	0.338206446	3.029988762	1.711351695	2.13119042	1.67142255	2.000057367	1.835803468	1.917920643	0.757866935	4.023115263	0.275877168	3.588326807	0	1.230190108	0.639814967	4.305577463	2.96562352	4.148452309	0.96205155	0.366921765	2.521736687	0.820110173	0.097331771	1.605560405	1.86537077	2.208672137	0	1.66459822	3.200992874	1.866008503	4.808347737	3.070422219	0.240797991	1.342635012	2.498957473	0.514863461	0.286366958	0.460128152	2.752851468	0.371793875	1.580589778	3.594997254	1.772374455	0.81216057	2.094362173	3.58863085	1.150967519	0.335375207	1.495767409	3.995650664	3.918142245	0.967306988	1.370637429	2.01504701	1.741937022	4.152726671	0.833869531	3.617453267	0.551320333	2.448873518	0.827970863	2.385050402	2.329658284	1.113550161	1.346771002	1.540289315	2.989341899	3.173681787	0.055255031	3.413425644	1.126960002	1.757830331	0.176005821	1.616351955	3.199591063	1.641996096	0.182650669	1.699618595	0.960935172	2.931337742	3.049325172	3.157128073	0.213236236	2.340462597	1.587171853	2.422845059	2.603259893	0	0.367421196	2.109064662	1.917679678	3.181261181	0	2.320075245	2.620253061	4.487021584	0.782512452	1.764494468	1.275044314	3.05116225	3.934999024	0.597629179	1.037484832	0.551081762	0.712739001	1.971200492	2.633649879	4.089244914	3.362910366	2.047491533	3.309896819	3.934027129	0	0.634861072	4.642610469	2.209667948	2.412774929	0	0	3.807502137	3.515727726	1.570004537	2.731870889	3.440475785	1.993544544	1.494146021	0	0.730149088	0.835575131	3.402682944	3.47838062	3.148260209	4.48823629	2.850058893	0.869760811	2.039410901	2.243898218	0.579906811	1.627250325	1.299679269	4.321643468	2.471964933	1.056657709	2.745037653	0.813845961	0.155936513	2.045256329	2.38014688	5.186004965	4.170660333	0.309882558	3.748833263	0.916186726	1.835428607	0.935501027	0	2.423306031	1.661493216	0	2.582237514	3.16166188	2.55997547	1.084127894	3.581425081	2.055164218	2.064287294	3.03697498	3.252995086	1.030807996
ch753-4	1.57	3.947693192	1.955628487	0.062861178	2.082306185	2.174069671	0.574822436	2.715641316	2.561396901	0.175801179	2.415181367	0.245893986	3.536703906	2.819681017	0.811414543	2.497913361	0	1.084144804	1.815860037	1.821581991	1.293792484	2.317407693	2.037817142	1.198671779	1.064596937	2.04346197	0.468609533	3.594008178	0	0.86103169	4.603204255	4.960464177	2.536534055	2.885197282	1.85633549	1.913910728	0	2.200138107	1.520930144	2.349677627	1.381892186	2.826733572	0.10099942	4.260323582	1.233154837	2.629749864	1.060903499	4.201677631	2.889404624	5.037556316	0.446692141	0.497851624	1.183118865	1.199539994	0.0685645	1.522585068	2.235735637	2.193097182	0	1.912963314	3.329744344	1.098492281	4.769641708	3.671654452	0	1.204886387	2.911633016	0.377771831	1.43821296	0.203075529	3.211738414	0	0	3.112688301	1.863479951	1.271766958	2.756224303	3.868355299	0.506459104	1.030997039	1.30378737	3.382782191	3.805388345	0	1.057304065	1.474909451	1.937202346	4.002987392	2.014749675	3.779085722	1.211387249	3.01712677	1.053109216	2.246681186	2.768235511	2.473323153	2.126246403	1.855421043	3.008880456	3.583985496	0	2.852387169	2.227271933	3.194382292	0	1.879263503	4.189190998	2.316793671	2.155369642	1.052303044	2.50976998	3.09822117	3.936256976	0.901510034	2.760041585	1.846496992	1.297113359	2.369680031	2.903595055	1.551747357	0.553451686	2.463299896	1.722698738	3.010901635	0	2.556366476	2.017127212	2.841508258	0.741270456	0.542624246	2.036363097	2.407413467	3.730704945	0.963639858	0.985044108	2.823899516	0.551748925	2.368222073	2.881813014	3.647700625	3.691052092	2.600813853	3.493998355	3.87567225	0	0.430458163	3.028828501	1.609539907	2.796762908	0.595403141	0	4.042138571	3.622507253	3.107649249	2.563733234	3.257511752	2.988057901	1.79513377	0	2.865919672	1.502587398	3.388854858	2.308308682	2.895254263	4.727520553	2.549437358	0.708208192	2.619896354	2.512708246	1.388459515	1.714919821	1.150464427	3.414883301	2.965793549	1.326525779	2.86355425	0.403542595	0.436979279	1.647781318	3.752802161	3.696344025	4.12881523	0	3.235044406	1.219584308	1.923492162	0.882080167	0	1.95852877	1.996164547	0	2.712652926	3.417008393	2.32462052	2.306314131	3.753233583	1.664630395	1.864126641	2.904121243	3.379943101	0.332487881
ch9	2.91	3.98359548	2.149585417	1.465149441	1.924096816	2.186559013	0.908903513	2.487802453	2.711763299	1.010130741	2.305544709	0.810579043	3.214100441	2.618227604	1.502420469	2.515726792	0.038596191	1.499076022	1.693962868	0.633707107	2.609047211	2.223603572	0.919210465	2.180498812	0.785133661	1.893205333	0.152454099	4.627000169	0	0.732819715	4.629482238	5.037900205	3.219783413	2.725896668	2.346718718	2.130873451	1.423501028	2.050389848	2.019962201	2.886436246	1.147389754	4.060727453	0	3.695055344	2.114852121	2.720123689	1.289072856	4.332930924	3.36029205	4.770879521	1.055990064	2.109329173	3.309878559	1.288568516	0.155411028	1.479839348	2.32485135	2.271927928	0	1.688115997	3.479012996	1.959682023	5.074298432	4.099955458	0.514764257	1.075851891	2.949431758	0	0.141754738	1.278283113	2.297746405	0	0	2.824588017	2.204989905	0.752792499	2.349179515	3.413613317	0.90267445	0.585515198	0	3.712559359	4.044656996	1.230397574	1.381397391	2.341882726	1.625202988	3.728378975	2.01655632	3.64414356	2.132527229	2.673507064	1.190656535	2.468717984	2.672485198	1.869160228	1.715842683	1.139111031	3.463007183	3.165036133	0	3.307597073	2.229270037	2.13571081	0.167548808	1.933108557	4.169730289	2.220516752	2.492974021	1.625657658	1.479447671	2.44059768	3.660034922	3.489293725	0.277292285	1.365708928	1.092741757	2.766180735	2.710533781	0.116617023	0.91290902	2.680274675	1.788631248	3.323740217	0	1.306292903	2.602926694	4.355402846	0.699809935	0.990607539	1.041293862	2.474847896	3.737171875	0.869450665	1.520925774	2.720308098	0.669688157	0	3.057015502	4.194496034	4.044947714	2.384718844	3.820118221	3.763388417	0.546135044	0.793765972	3.805475118	2.194839513	2.872920364	0	0	3.920282799	3.493837333	1.789695674	2.190726846	3.47086336	2.34071964	1.975875249	0.145827855	2.506097202	1.887465025	3.587549693	3.560847199	3.267193496	4.258678926	2.442416598	1.363266237	2.427718824	2.496060876	2.648936937	1.881650446	1.437937594	3.030394536	1.416481607	1.733031589	2.728995966	0.718225085	0.339638647	2.279207965	4.619004055	4.700934808	4.085846892	0	3.305057191	0.969501587	2.026909322	2.365128813	0	2.243918366	1.969150837	0	2.717135471	3.208336481	2.39249892	1.782780949	3.130551586	1.673272436	2.089902881	3.024348884	3.552985272	0.60466891
chi-tan_120	1.88	4.019112625	1.987074028	0.564048805	2.3817585	2.268655955	0.205723092	2.819060725	2.75172253	1.170154353	2.450297952	1.431007177	3.580152166	2.446867239	1.997882998	2.574046316	0	1.604688653	1.154002844	1.882242867	2.710826344	2.021621733	2.324187081	1.343277251	1.330623076	2.136287268	0.33442729	4.167502083	0.106256414	0.300764375	4.799288553	5.179697106	1.961170262	3.041775812	1.922318323	2.144252682	2.13923994	2.146536947	1.867585607	2.376351221	1.312297921	3.617928417	0.263591204	4.075479395	1.538553968	2.312589878	0.907625295	4.248003693	2.803487646	4.474251378	0.569310358	1.886905999	1.516750091	1.140476939	0.147147644	1.310266085	1.82583234	2.340631078	0	1.89041707	2.358490834	1.407891945	4.519807268	3.569265055	0.453497525	1.442398191	2.910294204	0.860849901	0.950638051	1.08672525	2.878664607	0	0	3.373356736	2.394225821	1.348509417	2.659000003	3.911662941	1.036016768	0.746678469	0	3.313327454	3.761060571	0.018159415	1.303749359	2.059046214	1.941709912	4.417433594	2.812584375	3.322186641	1.752651283	2.94321718	0.940671101	2.449167203	2.611840283	2.188656868	2.070061436	1.844712386	3.053406665	3.058275055	0.176245636	2.230504603	2.153402717	3.03297507	0	1.521013173	3.576197759	2.62661597	0.187262663	1.080115608	1.808157615	3.465063802	3.79868184	3.00932448	0.277717339	1.617588605	1.7581234	2.437299536	2.659364032	0.565271195	0.993355471	3.078919264	1.969915417	3.167919316	0.030290379	1.453794118	3.01144813	4.17213088	0.527961168	1.780634482	1.928179602	3.1411348	3.789353551	0.817821969	1.005992487	2.434016783	0.813247529	0.10091083	2.990171843	4.213418616	4.18730957	2.297733342	3.16561006	3.958333908	0	0.522888968	3.644653234	1.992368345	2.650301025	1.226031708	0.307814057	4.271908988	3.722340826	1.787483674	2.478553176	2.538787011	2.874118159	0.921023515	0.036496814	2.94517555	1.494260479	3.272647845	3.042935465	2.146639804	4.55631707	2.52147963	0.850279126	2.483338755	2.165331352	0.990952836	1.516348465	1.182833945	4.054418	3.338438609	1.143662133	2.399484918	0.644367041	0.317592269	1.956523626	3.35880471	4.212006109	4.303148457	0	3.487099811	1.216421991	2.463206223	1.214553629	0.039340706	2.218173606	2.159377321	0	2.798366112	3.27429161	2.147469281	2.318564736	3.132271638	1.888270443	2.158785159	2.894258639	2.859339649	0.088068751
ci187-2	1.97	3.755724688	2.276093263	0.997003984	2.090659633	2.418731234	0	3.018217574	2.35637417	0.992410679	3.159860158	1.003722687	3.414195867	1.964381358	1.607926771	2.568197921	0.09591	1.204577621	1.007041442	1.272753253	3.100042738	2.468836548	2.330920817	2.025807352	1.163450765	1.391640047	0.232778585	4.285986438	0	0.4876661	4.686270795	4.90838106	3.103209048	3.275199446	1.79229266	2.068383122	2.148222224	2.5242155	1.682716255	2.221371784	1.039509633	2.995382212	0	3.904887609	2.013791737	2.791527006	1.710068459	4.328189318	3.302797768	4.32872079	0.555159588	0.933769092	1.90106818	1.214889005	0.120720052	1.640605129	2.12748619	2.027195162	2.387257069	1.850547111	3.149302785	1.10652424	5.132457568	3.445737256	0.093929682	1.563921583	2.89607767	0	1.037711587	0.485890512	2.538178818	0	0	3.475429394	1.926481195	0.602492447	2.409203817	3.549238004	1.136386443	0.497344561	0	3.658131545	3.729911027	1.202119087	1.481545448	1.979268934	1.797615622	2.518397839	2.548569788	3.702353273	1.161217693	2.635658704	1.577957565	2.558521048	2.814845687	1.737259284	2.28703989	1.416340908	3.343903665	3.34527585	0.100425257	3.371277548	1.3336686	2.150883911	0	1.857163241	4.161810046	2.592010645	1.661656479	1.224137131	2.298702566	3.125834669	4.470159986	2.982363306	0.506909767	1.779541803	1.502073167	2.58736546	3.208332438	1.121931601	0.78055348	1.9300348	0.417678223	3.244785258	0	1.145616732	2.657212943	3.981386741	0.604460219	1.677332047	1.833416315	2.64230206	3.618384562	0.804268073	1.70709987	1.685118505	0.813056842	0	3.069103546	4.009846388	4.167203064	2.164994043	3.482245737	4.052209206	0.644774879	0.136613513	3.415773959	2.194520926	3.014377368	0.663717855	0	3.971125528	3.432947955	1.444825027	2.841630759	2.871024693	2.309092871	1.316547634	0	2.877247116	1.890623931	3.452552507	3.877930401	2.882580373	3.902283732	2.512505604	1.313546233	1.205485659	2.520764343	0.847382143	1.421381543	1.43518452	3.612975254	2.928790868	1.383575669	2.309619295	0.623223519	0.193110645	2.110511338	4.385171684	3.81175174	3.806489141	0	3.41955452	0.939745505	2.094651531	2.210782255	0	2.379639648	2.682328893	0.376234699	2.790219876	3.432925351	2.31980301	1.407639915	3.196818337	1.820340447	2.214530627	3.035942881	3.306992924	0.430954151
ci21e	3.71	3.7101418	1.731257236	0.619588903	2.21533296	2.300570064	0.690216891	2.475420128	2.895309547	1.450193615	3.026319673	0.669498236	3.677370985	2.384951867	1.801658644	2.413705986	0	0.924524739	1.525473525	1.480246801	2.892569341	1.608097014	2.325169143	1.778486775	0.617589774	2.133858702	0.721049271	4.540674331	0.099081242	1.470014913	4.723033218	4.999945023	2.732599714	2.518147984	2.086803129	2.21432967	0	2.02379008	1.051744276	2.065373043	1.059608085	4.123340099	0.349869238	3.74526215	1.753470722	2.456181333	1.025424918	4.131696543	3.315145544	4.895418962	1.026862048	1.498305214	2.712241406	1.24047926	0.13651232	1.704589898	1.964880497	2.314656934	0	2.05439421	3.235437913	1.824068531	3.781365194	3.117595861	0.327389686	1.097344819	3.183696215	0	0.372217825	1.269527372	2.751441692	0	0	3.509510534	2.148518576	0.541228924	1.790612145	3.38788922	0.374353454	0.449122758	0	3.300009629	3.833905776	0.217335517	1.641963184	2.405917554	1.66853855	3.964461744	1.605951843	3.53655835	2.132306725	2.775783613	1.386041829	2.187544543	2.677618485	1.807150419	2.574221621	1.026399955	3.336481067	3.108632296	0.20322815	3.518535874	2.256555814	0.767994879	0.021822253	1.631277679	3.82111313	2.123386654	0.974876571	1.381332069	1.373128065	3.181531111	3.509277197	3.743109557	0.026623138	1.297061427	1.674423833	2.58485756	3.235654276	1.350400308	0.621003816	2.229819758	0.624941142	2.879086091	0	1.221929611	2.740052617	3.854756115	0.732415969	1.446650712	1.925920247	2.80092712	3.776782725	0.912110005	1.583855454	1.763377141	0.511465219	0.021357692	2.956617155	4.321206525	4.124084578	2.677226666	3.469042929	4.00204468	0.079789445	0.449955247	4.703013518	2.026481069	2.838733375	0	0	3.815844649	3.340711084	3.02499006	2.593110619	3.241384591	2.931044408	1.54169426	0.208633183	2.881728961	1.561507379	3.716039751	3.632904164	3.1416189	4.479808757	2.265164598	1.182647018	2.693694313	2.234182048	1.747208308	1.715553143	1.355935664	4.0103867	2.892746713	1.394746045	2.18683973	0.155202983	0.38634141	2.009629138	3.641614876	5.047057223	3.889801936	0	3.319647428	1.430560019	2.528636413	1.567836448	0	2.351225722	2.19145016	0.117628357	2.564095147	3.045388729	2.420670305	1.520329065	2.503196696	1.440446316	2.289259703	3.055631927	3.642455862	0.825744387
ci31a	1.64	3.169462867	2.179190718	1.278945759	1.878385077	2.063083475	0.83100296	2.7964029	2.986762162	0.36959265	3.301535413	0.257557345	3.474165895	0.32715684	0.86574663	2.545586172	0.104685188	1.381161209	0.850078277	1.22094201	3.223170589	2.269561776	2.102299546	1.977696704	1.310309244	1.955103475	0.168417002	4.246146772	0	1.190981785	4.71126743	4.492571314	3.153116292	2.632449834	2.121567885	2.109583911	2.001204287	2.16452001	1.588657487	1.943560247	0.97890866	3.821618971	0.458919299	3.583610601	1.356012973	2.294174826	1.729917753	4.452733204	3.216669392	4.098607131	0.533397355	2.327881426	2.261204609	0.992140044	0.079059486	1.45571081	2.334755046	1.479889435	0	1.763025577	3.155961584	1.549133614	2.680973582	3.298928379	0.406362039	1.228821502	2.611642085	0.523403983	1.364035971	0.46203887	2.525856636	0	0.438113631	3.131630239	1.208852877	0.903562065	2.267716177	3.541156406	1.209064818	0.450064918	0	3.751711051	3.890292601	0.291672849	0.978085492	0.528564358	2.087942803	3.641122007	2.379214598	3.787552156	1.948375679	2.547975341	1.195533292	2.342625662	2.901833597	1.614329927	2.355842407	0	3.170701871	2.391964996	0.071210092	3.32262304	2.116144665	2.442425293	0	1.865428059	3.531031949	2.179915638	0.827957755	1.159058071	2.023443778	2.939886527	3.906885833	2.842971461	0.047760015	1.849402395	1.307500041	2.352370952	2.602815603	1.087038908	0.895054838	3.494617898	1.780368167	3.000933723	0	0.695718871	2.478637037	4.503652278	1.06643339	1.726564733	2.216193524	2.789550308	3.521829688	0.575829911	1.252611528	1.533411794	0.692835132	0	2.865970908	4.178632094	4.313513559	2.244463274	3.511611108	3.937086281	0	0.526705863	4.568684609	1.444327392	2.73408825	0.647411048	0	3.894787321	3.422541304	1.725966829	1.664539546	3.507831086	2.648250655	2.054641548	0.330197592	2.567538311	1.598874314	3.322305678	3.665789931	2.4206081	4.057485192	2.636052821	1.11027732	2.21541043	2.327251364	1.171363865	1.802306981	1.226225369	3.728919543	1.48645865	1.442896787	1.992010986	0.445750639	0.181579615	1.791149283	4.358930715	4.91408034	4.006012313	0	3.3940687	1.071443195	2.445559262	1.859625261	0	2.387094426	2.316299618	0	2.558234556	3.510622625	2.320843391	2.349388523	2.847423662	1.814169805	2.196398681	2.92058838	3.232751116	0.765807319
ci64	1.64	3.803731532	2.281983326	0.874931093	2.043423096	2.160001423	0.40966959	2.530652502	3.104514927	0.79029204	3.00415173	0.486358531	3.600608193	2.578533596	1.787933827	2.605168093	0.025091655	1.040492236	1.114052473	2.16297009	2.445845257	2.283015858	2.042357345	1.030586806	0.918564146	1.934685964	0.149531456	3.140429842	0.248366755	1.452454223	4.438463677	4.671828334	2.592078025	2.772894925	2.161219666	1.980805588	1.674281387	2.033061159	1.439944127	0.494629776	1.306428305	3.258065768	0.687106472	3.730280481	1.725138782	1.501006018	1.524235081	4.286440417	3.196127022	4.452331312	0.778609024	1.493688058	0.913791612	1.481288582	0.139772377	1.646899387	1.766648477	2.322892495	0.442996575	1.63791652	3.344376558	1.296068733	3.699920774	3.391581295	0.329696476	1.081428828	2.649156164	0.585324191	0.96397171	0.668995871	3.41536981	0	0.423530279	2.988571698	1.834488444	1.142099528	2.344728454	3.849802861	0.892059513	0.651486293	0	3.686318678	4.143015672	3.255061167	1.705460566	1.850237475	2.467946977	4.063440239	1.296123453	3.015186801	2.032834618	2.355271467	0.710230427	2.565418478	2.665824444	2.700958447	1.977635811	1.379126231	3.121082164	3.186418747	0.137652763	3.403777384	2.46006736	1.04765578	0.219790737	1.656296689	2.665267953	2.136052236	1.832359039	1.342493977	3.068001771	3.067508601	3.615106426	3.276193337	2.750164161	1.72876642	1.040972583	2.301782771	3.173501819	0.036785153	0.666828359	1.738618856	2.053275939	3.219811387	0	1.610231597	2.634970418	4.171759204	0.522775736	1.689868852	1.783933929	3.237878132	3.744784722	1.180692918	1.396420419	1.965303729	0.85274585	0.18502706	2.661796817	3.904661979	4.763557592	2.253507237	3.29302551	3.983154123	0	0.298560438	3.264716883	2.186025434	2.763730857	0	0	3.946178991	3.536954213	1.61087488	2.180855781	2.755328111	2.355730521	1.634704019	0.043707172	2.729028607	1.312976077	3.438091673	3.552234648	1.810523976	4.54265841	3.214429957	1.25777041	2.596731228	2.207485091	0.635533428	1.653986714	0.633548969	3.615528887	3.083486708	0.891219047	2.134142772	0.34434403	0.415101198	1.602362944	2.743636111	3.581168957	4.016642447	0	2.945217623	0.921226531	2.296952258	1.528149763	0	2.230432592	2.306605002	0	2.582864836	2.900201069	2.544911472	2.414886465	3.065827204	0.935920795	2.019464601	3.015147571	2.531352799	0.752787789
